286.22;0.0;0.0;20;1195
285.6;0.0;0.0;20;776
285.49;0.0;0.0;56;666
284.59;0.0;0.0;56;448
284.26;0.0;0.0;56;512
284.14;0.0;0.0;24;958
283.95;0.0;0.0;24;1655
283.86;0.0;0.0;24;2535
284.15;0.0;0.0;20;3462
285.09;0.0;0.0;0;3758
285.8;0.0;0.0;0;4089
287.46;0.0;0.0;0;4432
291.29;0.0;0.0;12;4557
293.8;0.0;0.0;12;4421
294.8;0.0;0.0;12;4289
295.51;0.0;0.0;0;4361
298.03;0.0;0.0;0;4109
294.26;0.0;0.0;0;3927
293.01;0.0;0.0;0;3800
290.55;0.0;0.0;0;3434
288.6;0.0;0.0;0;2937
287.76;0.0;0.0;0;2787
288.15;0.0;0.0;0;2981
285.69;0.0;0.0;0;2165
285.8;0.0;0.0;32;1794
284.75;0.0;0.0;32;776
284.25;0.0;0.0;32;666
283.75;0.0;0.0;8;413
283.27;0.0;0.0;8;380
282.87;0.0;0.0;8;550
282.55;0.0;0.0;0;910
282.3;0.0;0.0;0;1324
283.01;0.0;0.0;0;2008
284.11;0.0;0.0;0;2734
286.88;0.0;0.0;0;3592
290.7;0.0;0.0;0;3882
294.52;0.0;0.0;0;3962
296.44;0.0;0.0;0;4044
296.68;0.0;0.0;0;4028
296.8;0.0;0.0;8;4043
298.49;0.0;0.0;8;4335
295.59;0.0;0.0;8;4397
293.82;0.0;0.0;0;3944
290.19;0.0;0.0;0;4191
288.12;0.0;0.0;0;3221
287.21;0.0;0.0;0;2190
286.38;0.0;0.0;0;1468
285.64;0.0;0.0;0;958
285.69;0.0;0.0;0;552
285.36;0.0;0.0;0;407
284.82;0.0;0.0;0;264
284.81;0.0;0.0;0;341
282.55;0.0;0.0;0;852
283.81;0.0;0.0;0;2659
284.05;0.0;0.0;0;5531
283.87;0.0;0.0;0;6066
284.76;0.0;0.0;0;4873
285.81;0.0;0.0;0;4477
289.11;0.0;0.0;0;4041
292.56;0.0;0.0;0;4277
296.44;0.0;0.0;0;4366
297.94;0.0;0.0;0;4298
297.5;0.0;0.0;0;4520
297.15;0.0;0.0;0;5179
298.91;0.0;0.0;0;6510
296.17;0.0;0.0;0;6015
294.55;0.0;0.0;0;4305
292.6;0.0;0.0;0;2945
291.48;0.0;0.0;0;2159
290.75;0.0;0.0;8;1802
290.12;0.0;0.0;8;1405
289.36;0.0;0.0;8;1000
288.53;0.0;0.0;12;713
287.93;0.0;0.0;12;671
287.72;0.0;0.0;12;557
287.42;0.0;0.0;44;560
287.5;0.0;0.0;44;1018
287.53;0.0;0.0;44;3047
287.8;0.0;0.0;64;5869
287.59;0.0;0.0;64;6199
287.14;1.02;0.0;64;5460
287.23;0.76;0.0;64;4967
287.87;0.3;0.0;64;4089
289.36;0.0;0.0;64;4202
291.86;0.0;0.0;64;4452
293.58;0.0;0.0;64;4532
297.04;0.0;0.0;64;5155
296.6;0.0;0.0;48;5619
295.82;0.0;0.0;48;6177
295.38;0.0;0.0;48;5749
294.66;0.0;0.0;92;4177
293.23;0.0;0.0;92;2964
292.05;0.51;0.0;92;2372
290.77;0.4;0.0;100;2101
289.83;1.14;0.0;100;1266
289.59;1.16;0.0;100;1138
289.1;1.02;0.0;88;514
288.9;2.03;0.0;88;314
287.01;7.05;0.0;88;243
286.4;2.73;0.0;92;316
286.45;1.11;0.0;92;850
291.097;0.0;0.0;92;2665
287.246;0.0;0.0;80;5487
287.246;0.0;0.0;80;6046
287.246;0.0;0.0;80;5909
286.665;0.0;0.0;0;4859
286.665;0.0;0.0;0;4293
286.665;0.0;0.0;0;4469
287.86;0.0;0.0;0;4581
287.86;0.0;0.0;0;4477
287.86;0.0;0.0;0;4949
288.774;0.0;0.0;0;5355
288.774;0.0;0.0;0;5905
288.774;0.0;0.0;0;5687
286.381;0.0;0.0;0;4226
286.381;0.0;0.0;0;3243
286.381;0.0;0.0;0;2619
283.973;0.0;0.0;0;2456
283.973;0.0;0.0;0;1886
283.973;0.0;0.0;0;2110
282.715;0.0;0.0;0;649
282.715;0.0;0.0;0;429
281.639;0.0;0.0;0;274
281.639;0.0;0.0;0;324
281.639;0.0;0.0;0;830
280.091;0.0;0.0;0;2704
280.091;0.0;0.0;0;5668
280.091;0.0;0.0;0;6170
284.001;0.0;0.0;36;5694
283.9790000000001;0.0;0.0;0;4672
283.9790000000001;0.0;0.0;0;4341
283.9790000000001;0.0;0.0;0;4431
287.271;0.0;0.0;0;4483
287.271;0.0;0.0;0;4562
288.144;0.0;0.0;56;4704
288.144;0.0;0.0;56;5106
288.144;0.0;0.0;56;5899
288.144;0.0;0.0;56;5464
286.119;0.0;0.0;48;4261
286.119;0.0;0.0;48;3095
283.896;0.0;0.0;92;2802
283.896;0.0;0.0;92;2630
283.896;0.0;0.0;92;1669
279.027;0.0;0.0;92;1011
279.027;0.0;0.0;92;517
279.027;0.0;0.0;92;333
277.867;0.0;0.0;92;264
277.867;0.0;0.0;92;352
277.867;0.0;0.0;92;741
277.36;0.0;0.0;80;2511
277.36;0.0;0.0;80;5528
277.36;0.0;0.0;80;6235
278.658;0.0;0.0;0;5307
279.568;0.0;0.0;0;4594
279.568;0.0;0.0;0;4424
279.568;0.0;0.0;0;4524
281.165;0.0;0.0;12;4532
281.165;0.0;0.0;12;4572
281.134;0.0;0.0;24;4922
281.134;0.0;0.0;24;6143
281.134;0.0;0.0;24;5394
279.28700000000003;0.0;0.0;56;4642
279.28700000000003;0.0;0.0;56;4642
279.28700000000003;0.0;0.0;56;3889
279.28700000000003;0.0;0.0;56;3196
277.572;0.0;0.0;0;2608
277.572;0.0;0.0;0;2610
277.572;0.0;0.0;0;1766
275.788;0.0;0.0;0;1186
275.788;0.0;0.0;0;656
274.06;0.0;0.0;0;539
274.06;0.0;0.0;0;371
274.06;0.0;0.0;0;436
272.416;0.0;0.0;0;739
272.416;0.0;0.0;0;1343
272.416;0.0;0.0;0;2222
277.685;0.0;0.0;24;3397
277.73;0.0;0.0;48;4359
277.73;0.0;0.0;48;4944
277.73;0.0;0.0;48;4723
281.11400000000003;0.0;0.0;0;4876
281.11400000000003;0.0;0.0;0;4640
283.216;0.0;0.0;20;4688
283.216;0.0;0.0;20;4626
283.216;0.0;0.0;20;4980
